cl60_1090	O8/O9/O9a	1	2	0.5
cl60_1094	O121	5	5	1
cl60_1097	O54	1	1	1
cl60_1098	O182	28	30	0.933333
cl60_1098	O8/O9/O9a	2	30	0.0666667
cl60_1099	O1	1	5	0.2
cl60_1099	O15	1	5	0.2
cl60_1099	O36	2	5	0.4
cl60_1099	O8/O9/O9a	1	5	0.2
cl60_109	Escherichia_coli-KX02	2	3	0.666667
cl60_109	Escherichia_coli-KX42	1	3	0.333333
cl60_109	O21	2	3	0.666667
cl60_109	O23	1	3	0.333333
cl60_1100	O89/O101/O162	1	1	1
cl60_1101	Escherichia_coli-KX02	1	61	0.0163934
cl60_1101	Escherichia_coli-KX16	2	61	0.0327869
cl60_1101	Escherichia_coli-KX38	49	61	0.803279
cl60_1101	Escherichia_coli-KX42	7	61	0.114754
cl60_1101	O166	37	61	0.606557
cl60_1101	O175	1	61	0.0163934
cl60_1101	O17/O44/O73/O77/O106	2	61	0.0327869
cl60_1101	O21	2	61	0.0327869
cl60_1101	O22	5	61	0.0819672
cl60_1101	O4	1	61	0.0163934
cl60_1101	O99	1	61	0.0163934
cl60_1105	K9	1	1	1
cl60_1105	O89/O101/O162	1	1	1
cl60_1107	O18/O18ab/O18ac	2	2	1
cl60_110	OX13	12	12	1
cl60_1110	O105	1	3	0.333333
cl60_1110	O107/O117	1	3	0.333333
cl60_1110	O1	1	3	0.333333
cl60_1115	Escherichia_coli-KX29	1	1	1
cl60_1115	O18/O18ab/O18ac	1	1	1
cl60_1117	Escherichia_coli-KX75	1	1	1
cl60_1117	O17/O44/O73/O77/O106	1	1	1
cl60_1118	O16	1	1	1
cl60_1121	K71	1	1	1
cl60_1121	O8/O9/O9a	1	1	1
cl60_1123	K114	1	1	1
cl60_1123	O89/O101/O162	1	1	1
cl60_1124	K10	1	1	1
cl60_1124	O89/O101/O162	1	1	1
cl60_112	K115	6	7	0.857143
cl60_112	O89/O101/O162	2	7	0.285714
cl60_112	O8/O9/O9a	3	7	0.428571
cl60_1132	Escherichia_coli-KX11	1	6	0.166667
cl60_1132	Escherichia_coli-KX40	1	6	0.166667
cl60_1132	O17/O44/O73/O77/O106	6	6	1
cl60_1133	O17/O44/O73/O77/O106	9	9	1
cl60_1136	O18/O18ab/O18ac	1	2	0.5
cl60_1136	O19	1	2	0.5
cl60_1139	K10	1	1	1
cl60_1139	O89/O101/O162	1	1	1
cl60_1148	Escherichia_coli-KX02	1	2	0.5
cl60_1148	O45	2	2	1
cl60_1149	K51	1	35	0.0285714
cl60_1149	K61	2	35	0.0571429
cl60_1149	K63	21	35	0.6
cl60_1149	O8/O9/O9a	35	35	1
cl60_114	Escherichia_coli-KX03	1	1	1
cl60_114	O75	1	1	1
cl60_1152	O98	1	1	1
cl60_1169	Escherichia_coli-KX22	1	3	0.333333
cl60_1169	Escherichia_coli-KX41	1	3	0.333333
cl60_1169	O2/O50	1	3	0.333333
cl60_1169	O6	1	3	0.333333
cl60_1169	O88	1	3	0.333333
cl60_1173	O2/O50	1	1	1
cl60_1174	O17/O44/O73/O77/O106	2	2	1
cl60_1185	58	1	1	1
cl60_1185	O123/O186	1	1	1
cl60_1188	O70	1	1	1
cl60_121	K123	1	57	0.0175439
cl60_121	K127	40	57	0.701754
cl60_121	O7	1	57	0.0175439
cl60_121	O89/O101/O162	7	57	0.122807
cl60_121	O8/O9/O9a	50	57	0.877193
cl60_125	O86/O90/O127	8	8	1
cl60_127	K101	1	12	0.0833333
cl60_127	K53	10	12	0.833333
cl60_127	O89/O101/O162	6	12	0.5
cl60_127	O8/O9/O9a	3	12	0.25
cl60_130	Escherichia_coli-KX24	1	2	0.5
cl60_130	O22	2	2	1
cl60_132	O39	16	16	1
cl60_135	O86/O90/O127	19	19	1
cl60_138	O54	3	3	1
cl60_144	K115	1	2	0.5
cl60_144	O89/O101/O162	1	2	0.5
cl60_148	O166	1	1	1
cl60_151	O24/O56/O157	10	10	1
cl60_158	Escherichia_coli-KX03	1	106	0.00943396
cl60_158	Escherichia_coli-KX32	9	106	0.0849057
cl60_158	Escherichia_coli-KX38	1	106	0.00943396
cl60_158	Escherichia_coli-KX46	1	106	0.00943396
cl60_158	Escherichia_coli-KX48	3	106	0.0283019
cl60_158	Escherichia_coli-KX52	8	106	0.0754717
cl60_158	Escherichia_coli-KX53	45	106	0.424528
cl60_158	Escherichia_coli-KX54	29	106	0.273585
cl60_158	O10	1	106	0.00943396
cl60_158	O102	2	106	0.0188679
cl60_158	O11	10	106	0.0943396
cl60_158	O1	4	106	0.0377358
cl60_158	O15	19	106	0.179245
cl60_158	O153/O178	12	106	0.113208
cl60_158	O16	3	106	0.0283019
cl60_158	O166	4	106	0.0377358
cl60_158	O21	7	106	0.0660377
cl60_158	O23	3	106	0.0283019
cl60_158	O25	8	106	0.0754717
cl60_158	O4	1	106	0.00943396
cl60_158	O45	1	106	0.00943396
cl60_158	O6	25	106	0.235849
cl60_158	O7	2	106	0.0188679
cl60_158	O83	1	106	0.00943396
cl60_158	O86/O90/O127	2	106	0.0188679
cl60_159	O108	1	7	0.142857
cl60_159	O24/O56/O157	6	7	0.857143
cl60_15	O51	21	21	1
cl60_164	O8/O9/O9a	8	8	1
cl60_165	O132	1	6	0.166667
cl60_165	O148	1	6	0.166667
cl60_165	O15	1	6	0.166667
cl60_165	O19	1	6	0.166667
cl60_165	O20/O137	1	6	0.166667
cl60_165	O8/O9/O9a	1	6	0.166667
cl60_170	K30	2	2	1
cl60_170	O89/O101/O162	2	2	1
cl60_173	O62/O68	1	1	1
cl60_175	58	45	63	0.714286
cl60_175	O116	1	63	0.015873
cl60_175	O118/O151	1	63	0.015873
cl60_175	O123/O186	54	63	0.857143
cl60_175	O140	2	63	0.031746
cl60_175	O26	1	63	0.015873
cl60_175	O61	1	63	0.015873
cl60_175	O85	1	63	0.015873
cl60_175	Shigella-B7	1	63	0.015873
cl60_176	Escherichia_coli-KX02	41	48	0.854167
cl60_176	Escherichia_coli-KX03	1	48	0.0208333
cl60_176	Escherichia_coli-KX41	1	48	0.0208333
cl60_176	Escherichia_coli-KX42	5	48	0.104167
cl60_176	O107/O117	2	48	0.0416667
cl60_176	O1	1	48	0.0208333
cl60_176	O11	2	48	0.0416667
cl60_176	O15	1	48	0.0208333
cl60_176	O153/O178	4	48	0.0833333
cl60_176	O154	1	48	0.0208333
cl60_176	O16	1	48	0.0208333
cl60_176	O17/O44/O73/O77/O106	4	48	0.0833333
cl60_176	O21	9	48	0.1875
cl60_176	O25	4	48	0.0833333
cl60_176	O2/O50	1	48	0.0208333
cl60_176	O39	1	48	0.0208333
cl60_176	O45	3	48	0.0625
cl60_176	O6	1	48	0.0208333
cl60_176	O86/O90/O127	8	48	0.166667
cl60_178	Escherichia_coli-KX03	3	57	0.0526316
cl60_178	Escherichia_coli-KX05	1	57	0.0175439
cl60_178	Escherichia_coli-KX13	1	57	0.0175439
cl60_178	Escherichia_coli-KX16	1	57	0.0175439
cl60_178	Escherichia_coli-KX20	1	57	0.0175439
cl60_178	Escherichia_coli-KX37	1	57	0.0175439
cl60_178	Escherichia_coli-KX38	6	57	0.105263
cl60_178	Escherichia_coli-KX42	5	57	0.0877193
cl60_178	Escherichia_coli-KX46	6	57	0.105263
cl60_178	O166	51	57	0.894737
cl60_179	Escherichia_coli-KX44	15	17	0.882353
cl60_179	O12	1	17	0.0588235
cl60_179	O13/O129/O135	7	17	0.411765
cl60_179	O153/O178	2	17	0.117647
cl60_179	O7	4	17	0.235294
cl60_179	O86/O90/O127	1	17	0.0588235
cl60_17	O13/O129/O135	1	1	1
cl60_180	O48	24	26	0.923077
cl60_180	O8/O9/O9a	2	26	0.0769231
cl60_182	Escherichia_coli-KX03	2	2	1
cl60_182	O1	2	2	1
cl60_183	Escherichia_coli-KX40	25	33	0.757576
cl60_183	Escherichia_coli-KX42	5	33	0.151515
cl60_183	O11	3	33	0.0909091
cl60_183	O17/O44/O73/O77/O106	25	33	0.757576
cl60_183	O2/O50	1	33	0.030303
cl60_183	O88	1	33	0.030303
cl60_186	Escherichia_coli-KX42	2	2	1
cl60_187	O108	1	20	0.05
cl60_187	O112	10	20	0.5
cl60_187	O8/O9/O9a	12	20	0.6
cl60_188	Escherichia_coli-KX03	5	192	0.0260417
cl60_188	Escherichia_coli-KX17	1	192	0.00520833
cl60_188	Escherichia_coli-KX42	181	192	0.942708
cl60_188	Escherichia_coli-KX75	1	192	0.00520833
cl60_188	O10	1	192	0.00520833
cl60_188	O102	6	192	0.03125
cl60_188	O107/O117	1	192	0.00520833
cl60_188	O11	2	192	0.0104167
cl60_188	O1	29	192	0.151042
cl60_188	O15	10	192	0.0520833
cl60_188	O153/O178	6	192	0.03125
cl60_188	O154	1	192	0.00520833
cl60_188	O16	13	192	0.0677083
cl60_188	O17/O44/O73/O77/O106	12	192	0.0625
cl60_188	O184	1	192	0.00520833
cl60_188	O18/O18ab/O18ac	1	192	0.00520833
cl60_188	O21	18	192	0.09375
cl60_188	O22	1	192	0.00520833
cl60_188	O23	8	192	0.0416667
cl60_188	O25	35	192	0.182292
cl60_188	O3	1	192	0.00520833
cl60_188	O46/O134	1	192	0.00520833
cl60_188	O6	3	192	0.015625
cl60_188	O7	5	192	0.0260417
cl60_188	O86/O90/O127	9	192	0.046875
cl60_188	O88	1	192	0.00520833
cl60_188	Shigella-B9	2	192	0.0104167
cl60_191	K124	1	17	0.0588235
cl60_191	K14	13	17	0.764706
cl60_191	O89/O101/O162	6	17	0.352941
cl60_191	O8/O9/O9a	10	17	0.588235
cl60_193	O8/O9/O9a	2	2	1
cl60_195	K71	6	6	1
cl60_195	O8/O9/O9a	6	6	1
cl60_19	K47	4	6	0.666667
cl60_19	O89/O101/O162	6	6	1
cl60_1	Escherichia_coli-KX11	1	2	0.5
cl60_1	Escherichia_coli-KX42	1	2	0.5
cl60_1	O88	1	2	0.5
cl60_202	Escherichia_coli-KX19	1	2	0.5
cl60_202	Escherichia_coli-KX21	1	2	0.5
cl60_202	O15	1	2	0.5
cl60_202	O25	1	2	0.5
cl60_206	O124/O164	3	22	0.136364
cl60_206	O132	1	22	0.0454545
cl60_206	O153/O178	1	22	0.0454545
cl60_206	O36	1	22	0.0454545
cl60_206	O88	1	22	0.0454545
cl60_206	O8/O9/O9a	14	22	0.636364
cl60_206	Shigella-B17	15	22	0.681818
cl60_209	K134	2	12	0.166667
cl60_209	K25	8	12	0.666667
cl60_209	O8/O9/O9a	12	12	1
cl60_214	K23	2	3	0.666667
cl60_214	K9	1	3	0.333333
cl60_214	O89/O101/O162	1	3	0.333333
cl60_214	O8/O9/O9a	2	3	0.666667
cl60_220	K142	1	12	0.0833333
cl60_220	K53	10	12	0.833333
cl60_220	O89/O101/O162	10	12	0.833333
cl60_220	O8/O9/O9a	1	12	0.0833333
cl60_227	O182	1	1	1
cl60_229	O15	2	3	0.666667
cl60_229	O3	1	3	0.333333
cl60_230	O187	17	17	1
cl60_234	Escherichia_coli-KX02	1	36	0.0277778
cl60_234	O71	36	36	1
cl60_236	O15	1	9	0.111111
cl60_236	O17/O44/O73/O77/O106	1	9	0.111111
cl60_236	O25	1	9	0.111111
cl60_236	O2/O50	1	9	0.111111
cl60_236	O40	4	9	0.444444
cl60_236	O8/O9/O9a	1	9	0.111111
cl60_237	O159	4	4	1
cl60_242	O174	49	55	0.890909
cl60_242	O76	1	55	0.0181818
cl60_242	O87	1	55	0.0181818
cl60_242	O8/O9/O9a	4	55	0.0727273
cl60_243	O16	1	4	0.25
cl60_243	O23	1	4	0.25
cl60_243	O3	1	4	0.25
cl60_243	O88	1	4	0.25
cl60_244	O38	20	20	1
cl60_248	Escherichia_coli-KX29	2	2	1
cl60_248	O25	2	2	1
cl60_249	Escherichia_coli-KX03	1	1	1
cl60_249	O2/O50	1	1	1
cl60_253	O152	1	1	1
cl60_255	O79	4	4	1
cl60_256	O98	1	1	1
cl60_258	O1	1	10	0.1
cl60_258	O133	1	10	0.1
cl60_258	O8/O9/O9a	8	10	0.8
cl60_264	O8/O9/O9a	11	11	1
cl60_266	O180	3	3	1
cl60_267	Escherichia_coli-KX11	2	71	0.028169
cl60_267	Escherichia_coli-KX32	10	71	0.140845
cl60_267	Escherichia_coli-KX42	1	71	0.0140845
cl60_267	Escherichia_coli-KX52	6	71	0.084507
cl60_267	Escherichia_coli-KX53	29	71	0.408451
cl60_267	Escherichia_coli-KX54	19	71	0.267606
cl60_267	O102	1	71	0.0140845
cl60_267	O1	1	71	0.0140845
cl60_267	O11	7	71	0.0985915
cl60_267	O153/O178	3	71	0.0422535
cl60_267	O154	1	71	0.0140845
cl60_267	O15	6	71	0.084507
cl60_267	O21	2	71	0.028169
cl60_267	O23	1	71	0.0140845
cl60_267	O25	2	71	0.028169
cl60_267	O2/O50	3	71	0.0422535
cl60_267	O6	36	71	0.507042
cl60_267	O7	1	71	0.0140845
cl60_267	O86/O90/O127	3	71	0.0422535
cl60_267	O99	1	71	0.0140845
cl60_273	Escherichia_coli-KX02	1	5	0.2
cl60_273	Escherichia_coli-KX75	3	5	0.6
cl60_273	O11	1	5	0.2
cl60_273	O17/O44/O73/O77/O106	1	5	0.2
cl60_273	O21	1	5	0.2
cl60_273	O25	1	5	0.2
cl60_273	O7	1	5	0.2
cl60_279	Escherichia_coli-KX42	1	1	1
cl60_281	O108	5	6	0.833333
cl60_281	O149	1	6	0.166667
cl60_282	O53	1	39	0.025641
cl60_282	O8/O9/O9a	38	39	0.974359
cl60_287	O3	1	2	0.5
cl60_287	O89/O101/O162	1	2	0.5
cl60_290	O48	1	1	1
cl60_295	O132	1	21	0.047619
cl60_295	O153/O178	1	21	0.047619
cl60_295	O154	8	21	0.380952
cl60_295	O19	1	21	0.047619
cl60_295	O21	6	21	0.285714
cl60_295	O51	2	21	0.0952381
cl60_295	O6	2	21	0.0952381
cl60_295	O8/O9/O9a	2	21	0.0952381
cl60_298	Escherichia_coli-KX42	2	2	1
cl60_298	OX13	1	2	0.5
cl60_29	O153/O178	69	72	0.958333
cl60_29	O174	1	72	0.0138889
cl60_29	O21	3	72	0.0416667
cl60_300	Escherichia_coli-KX03	14	229	0.0611354
cl60_300	Escherichia_coli-KX05	2	229	0.00873362
cl60_300	Escherichia_coli-KX15	1	229	0.00436681
cl60_300	Escherichia_coli-KX17	2	229	0.00873362
cl60_300	Escherichia_coli-KX21	4	229	0.0174672
cl60_300	Escherichia_coli-KX22	1	229	0.00436681
cl60_300	Escherichia_coli-KX28	1	229	0.00436681
cl60_300	Escherichia_coli-KX29	94	229	0.41048
cl60_300	Escherichia_coli-KX30	30	229	0.131004
cl60_300	Escherichia_coli-KX31	1	229	0.00436681
cl60_300	Escherichia_coli-KX34	38	229	0.165939
cl60_300	Escherichia_coli-KX41	1	229	0.00436681
cl60_300	Escherichia_coli-KX42	25	229	0.10917
cl60_300	Escherichia_coli-KX47	1	229	0.00436681
cl60_300	Escherichia_coli-KX48	1	229	0.00436681
cl60_300	O10	2	229	0.00873362
cl60_300	O107/O117	3	229	0.0131004
cl60_300	O11	1	229	0.00436681
cl60_300	O12	1	229	0.00436681
cl60_300	O1	3	229	0.0131004
cl60_300	O130	1	229	0.00436681
cl60_300	O13/O129/O135	1	229	0.00436681
cl60_300	O15	1	229	0.00436681
cl60_300	O153/O178	14	229	0.0611354
cl60_300	O16	15	229	0.0655022
cl60_300	O174	1	229	0.00436681
cl60_300	O17/O44/O73/O77/O106	9	229	0.0393013
cl60_300	O18/O18ab/O18ac	15	229	0.0655022
cl60_300	O21	2	229	0.00873362
cl60_300	O22	4	229	0.0174672
cl60_300	O25	53	229	0.231441
cl60_300	O2/O50	17	229	0.0742358
cl60_300	O3	7	229	0.0305677
cl60_300	O4	1	229	0.00436681
cl60_300	O45	11	229	0.0480349
cl60_300	O6	15	229	0.0655022
cl60_300	O7	1	229	0.00436681
cl60_300	O75	18	229	0.0786026
cl60_300	O86/O90/O127	14	229	0.0611354
cl60_307	Escherichia_coli-KX69	1	2	0.5
cl60_307	O18/O18ab/O18ac	1	2	0.5
cl60_307	O3	1	2	0.5
cl60_309	O15	1	21	0.047619
cl60_309	O160	1	21	0.047619
cl60_309	O8/O9/O9a	20	21	0.952381
cl60_310	Escherichia_coli-KX75	13	15	0.866667
cl60_310	O107/O117	4	15	0.266667
cl60_310	O13/O129/O135	3	15	0.2
cl60_310	O15	1	15	0.0666667
cl60_310	O153/O178	1	15	0.0666667
cl60_310	O17/O44/O73/O77/O106	3	15	0.2
cl60_310	O21	2	15	0.133333
cl60_310	O23	1	15	0.0666667
cl60_313	Escherichia_coli-KX16	2	43	0.0465116
cl60_313	Escherichia_coli-KX42	1	43	0.0232558
cl60_313	O153/O178	1	43	0.0232558
cl60_313	O21	34	43	0.790698
cl60_313	O39	1	43	0.0232558
cl60_313	O51	1	43	0.0232558
cl60_313	O85	1	43	0.0232558
cl60_313	O86/O90/O127	1	43	0.0232558
cl60_313	O88	2	43	0.0465116
cl60_314	O142	17	17	1
cl60_316	O133	1	1	1
cl60_317	Escherichia_coli-KX03	1	6	0.166667
cl60_317	O154	4	6	0.666667
cl60_317	O21	1	6	0.166667
cl60_317	O36	1	6	0.166667
cl60_319	O51	5	6	0.833333
cl60_319	O98	1	6	0.166667
cl60_324	Escherichia_coli-KX16	1	57	0.0175439
cl60_324	Escherichia_coli-KX21	2	57	0.0350877
cl60_324	Escherichia_coli-KX41	1	57	0.0175439
cl60_324	Escherichia_coli-KX42	1	57	0.0175439
cl60_324	Escherichia_coli-KX54	1	57	0.0175439
cl60_324	O118/O151	1	57	0.0175439
cl60_324	O6	56	57	0.982456
cl60_326	Escherichia_coli-KX75	1	1	1
cl60_326	O15	1	1	1
cl60_330	K13	9	24	0.375
cl60_330	K2	10	24	0.416667
cl60_330	O8/O9/O9a	23	24	0.958333
cl60_331	O6	34	34	1
cl60_333	O74	5	5	1
cl60_334	O8/O9/O9a	1	1	1
cl60_336	K53	1	28	0.0357143
cl60_336	O153/O178	1	28	0.0357143
cl60_336	O188	26	28	0.928571
cl60_336	Shigella-B16	24	28	0.857143
cl60_338	O102	1	6	0.166667
cl60_338	O167	5	6	0.833333
cl60_340	O118/O151	19	19	1
cl60_341	Escherichia_coli-KX03	1	46	0.0217391
cl60_341	Escherichia_coli-KX42	3	46	0.0652174
cl60_341	O29	2	46	0.0434783
cl60_341	O30	1	46	0.0217391
cl60_341	O46/O134	35	46	0.76087
cl60_341	O8/O9/O9a	28	46	0.608696
cl60_342	Escherichia_coli-KX16	1	36	0.0277778
cl60_342	O18/O18ab/O18ac	36	36	1
cl60_342	O40	1	36	0.0277778
cl60_344	Escherichia_coli-KX75	2	2	1
cl60_344	O15	1	2	0.5
cl60_344	O21	1	2	0.5
cl60_345	O54	1	1	1
cl60_348	Escherichia_coli-K96	1	123	0.00813008
cl60_348	Escherichia_coli-KX02	3	123	0.0243902
cl60_348	Escherichia_coli-KX03	1	123	0.00813008
cl60_348	Escherichia_coli-KX16	4	123	0.0325203
cl60_348	Escherichia_coli-KX21	1	123	0.00813008
cl60_348	Escherichia_coli-KX22	64	123	0.520325
cl60_348	Escherichia_coli-KX41	1	123	0.00813008
cl60_348	Escherichia_coli-KX42	34	123	0.276423
cl60_348	Escherichia_coli-KX46	3	123	0.0243902
cl60_348	Escherichia_coli-KX54	1	123	0.00813008
cl60_348	Escherichia_coli-KX75	4	123	0.0325203
cl60_348	O120	1	123	0.00813008
cl60_348	O1	22	123	0.178862
cl60_348	O149	1	123	0.00813008
cl60_348	O153/O178	6	123	0.0487805
cl60_348	O15	5	123	0.0406504
cl60_348	O17/O44/O73/O77/O106	5	123	0.0406504
cl60_348	O25	7	123	0.0569106
cl60_348	O2/O50	23	123	0.186992
cl60_348	O4	3	123	0.0243902
cl60_348	O45	7	123	0.0569106
cl60_348	O5	14	123	0.113821
cl60_348	O7	10	123	0.0813008
cl60_348	O83	8	123	0.0650407
cl60_348	O86/O90/O127	1	123	0.00813008
cl60_348	Shigella-B9	2	123	0.0162602
cl60_34	Escherichia_coli-KX21	1	2	0.5
cl60_34	O25	1	2	0.5
cl60_34	O32	1	2	0.5
cl60_34	O8/O9/O9a	1	2	0.5
cl60_351	K19	1	28	0.0357143
cl60_351	K20	2	28	0.0714286
cl60_351	K46	2	28	0.0714286
cl60_351	K57	18	28	0.642857
cl60_351	O160	1	28	0.0357143
cl60_351	O89/O101/O162	12	28	0.428571
cl60_351	O8/O9/O9a	7	28	0.25
cl60_353	K46	2	2	1
cl60_354	O180	21	21	1
cl60_355	Escherichia_coli-KX03	1	3	0.333333
cl60_355	O130	1	3	0.333333
cl60_355	O17/O44/O73/O77/O106	1	3	0.333333
cl60_355	O18/O18ab/O18ac	1	3	0.333333
cl60_359	K47	30	37	0.810811
cl60_359	K63	1	37	0.027027
cl60_359	O89/O101/O162	31	37	0.837838
cl60_359	O8/O9/O9a	5	37	0.135135
cl60_364	O39	16	16	1
cl60_367	K16	1	4	0.25
cl60_367	K25	3	4	0.75
cl60_367	O8/O9/O9a	4	4	1
cl60_371	Escherichia_coli-KX02	2	55	0.0363636
cl60_371	Escherichia_coli-KX42	2	55	0.0363636
cl60_371	Escherichia_coli-KX75	41	55	0.745455
cl60_371	O107/O117	6	55	0.109091
cl60_371	O13/O129/O135	6	55	0.109091
cl60_371	O153/O178	1	55	0.0181818
cl60_371	O15	9	55	0.163636
cl60_371	O166	3	55	0.0545455
cl60_371	O17/O44/O73/O77/O106	18	55	0.327273
cl60_371	O21	1	55	0.0181818
cl60_371	O6	3	55	0.0545455
cl60_371	O7	7	55	0.127273
cl60_374	O176	1	2	0.5
cl60_374	O19	1	2	0.5
cl60_37	K102	1	1	1
cl60_389	O80	11	11	1
cl60_38	Escherichia_coli-KX03	1	8	0.125
cl60_38	Escherichia_coli-KX42	2	8	0.25
cl60_38	O128ab/O128ac/O128	1	8	0.125
cl60_38	O15	2	8	0.25
cl60_38	O169/O183	1	8	0.125
cl60_38	O22	1	8	0.125
cl60_38	O24/O56/O157	1	8	0.125
cl60_38	O54	1	8	0.125
cl60_38	O75	1	8	0.125
cl60_391	Escherichia_coli-KX42	1	4	0.25
cl60_391	Shigella-B9	3	4	0.75
cl60_394	O182	1	3	0.333333
